checked_at,product,size,in_stock,price_jpy,price_eur,purchase_limit,sku,url,note
2026-09-04T12:38:15+00:00,"Thé Matcha NK 2026- Kagoshima, Japon",Unique,no,,"À partir de 38,90 €",,thé-matcha-nk-2026-kagoshima-japon,https://www.lesthes-surterre.com/product-page/thé-matcha-nk-2026-kagoshima-japon,"plusieurs variantes : disponibilite au niveau du produit, pas par taille"
2026-09-04T12:38:15+00:00,Matcha Latte Premium,Unique,yes,,"À partir de 30,00 €",,matcha-premium-latte,https://www.lesthes-surterre.com/product-page/matcha-premium-latte,"plusieurs variantes : disponibilite au niveau du produit, pas par taille"
2026-09-04T12:38:15+00:00,"Matcha premium - Kagoshima, Japon",Unique,no,,"34,90 €",,matcha-japon-kagoshima,https://www.lesthes-surterre.com/product-page/matcha-japon-kagoshima,
2026-09-04T12:38:15+00:00,"Thé Matcha haut de gamme - Yame, Japon",Unique,no,,"42,50 €",,matcha-haut-de-gamme-japonais,https://www.lesthes-surterre.com/product-page/matcha-haut-de-gamme-japonais,
2026-09-04T12:38:15+00:00,"Hojicha en poudre - Fukuoka, Japon",Unique,yes,,"À partir de 16,90 €",,hojicha-en-poudre,https://www.lesthes-surterre.com/product-page/hojicha-en-poudre,"plusieurs variantes : disponibilite au niveau du produit, pas par taille"
2026-09-04T12:38:15+00:00,Coffret Matcha Premium,Unique,yes,,"À partir de 57,90 €",,coffret-ceremonie-matcha,https://www.lesthes-surterre.com/product-page/coffret-ceremonie-matcha,"plusieurs variantes : disponibilite au niveau du produit, pas par taille"
